mol,Name,MW,pubnum,pub1,id1,pubname1,value1,error1,dimension1,process,te53p,pH,status1,purity1,conv,final,dimension3,error,comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,
O,water ,18.01,,"[Chambers, 1996 #1018]",Table S2,,-6.3,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cl\C=C/Cl,"(Z)-1,2-dichloroethene",96.94,Article,"[Cramer, 1991 #185]",,Table VI,-1.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)CCl,"1,1,2-trichloroethane",133.41,Article,"[Cramer, 1991 #185]",,Table VI,-2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
FC(F)C,"1,1-difluoroethane",66.05,Article,"[Cramer, 1991 #185]",,Table VI,-0.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
BrCCBr,"1,2-dibromoethane",187.86,Article,"[Cramer, 1991 #185]",,Table VI,-2.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CC=C,"1,3-butadiene",54.09,Article,"[Cramer, 1991 #185]",,Table VI,0.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Cc1ccc(cc1)C,"1,4-dimethylbenzene",106.17,Article,"[Cramer, 1991 #185]",,Table VI,-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCN(CC1)C,"1,4-dimethylpiperazine",114.19,Article,"[Cramer, 1991 #185]",,Table VI,-7.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O1CCOCC1,"1,4-dioxane",88.11,Article,"[Cramer, 1991 #185]",,Table VI,-5.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CCC,1-butyne,54.09,Article,"[Cramer, 1991 #185]",,Table VI,-0.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(CCC)C,1-methoxypropane,74.12,Article,"[Cramer, 1991 #185]",,Table VI,-1.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC(C)(C)C,"2,2-dimethylpropane",72.15,Article,"[Cramer, 1991 #185]",,Table VI,2.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CC)C,2-butanone,72.11,Article,"[Cramer, 1991 #185]",,Table VI,-3.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C)c1nccnc1CC,2-ethyl-3-methoxypyrazine,138.17,Article,"[Cramer, 1991 #185]",,Table VI,-4.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
n1ccncc1C,2-methylpyrazine,94.12,Article,"[Cramer, 1991 #185]",,Table VI,-5.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
n1ccc(cc1)C,4-methylpyridine,93.13,Article,"[Cramer, 1991 #185]",,Table VI,-4.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(=O)C,acetic acid,60.05,Article,"[Cramer, 1991 #185]",,Table VI,-6.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N#CC,acetonitrile,41.05,Article,"[Cramer, 1991 #185]",,Table VI,-3.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1(ccccc1)C=O,benzaldehyde,106.12,Article,"[Cramer, 1991 #185]",,Table VI,-4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,Article,"[Cramer, 1991 #185]",,Table VI,-0.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCSCCCl,bis-(2-chloroethyl) sulfide,159.08,Article,"[Cramer, 1991 #185]",,Table VI,-3.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
BrC,bromomethane,94.94,Article,"[Cramer, 1991 #185]",,Table VI,-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCCC,butanal,72.11,Article,"[Cramer, 1991 #185]",,Table VI,-3.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCF,chlorofluoromethane,68.48,Article,"[Cramer, 1991 #185]",,Table VI,-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CC1,cyclopropane,42.08,Article,"[Cramer, 1991 #185]",,Table VI,0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCl,dichloromethane,84.93,Article,"[Cramer, 1991 #185]",,Table VI,-1.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
S(CC)CC,diethyl sulfide,90.19,Article,"[Cramer, 1991 #185]",,Table VI,-1.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
SCC,ethanethiol,62.14,Article,"[Cramer, 1991 #185]",,Table VI,-1.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCC,ethanol,46.07,Article,"[Cramer, 1991 #185]",,Table VI,-5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=C,ethene,28.05,Article,"[Cramer, 1991 #185]",,Table VI,1.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)C)CC,ethyl acetate,88.11,Article,"[Cramer, 1991 #185]",,Table VI,-3.1,1.93,kCal/mol,DGS,25,,measured,,,,,,,,,,
ICC,iodoethane,155.97,Article,"[Cramer, 1991 #185]",,Table VI,-0.7,1.93,kCal/mol,DGS,25,,cited,,,,,,"isobtanol, isobutyl alcohol",,,,
SC,methanethiol,48.11,Article,"[Cramer, 1991 #185]",,Table VI,-1.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
COC,methoxymethane,46.07,Article,"[Cramer, 1991 #185]",,Table VI,-1.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)C)C,methyl acetate,74.08,Article,"[Cramer, 1991 #185]",,Table VI,-3.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CCC)C,methyl butanoate,102.13,Article,"[Cramer, 1991 #185]",,Table VI,-2.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CC)C,methyl propanoate,88.11,Article,"[Cramer, 1991 #185]",,Table VI,-2.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c(cccc1)cccc2,naphthalene,128.17,Article,"[Cramer, 1991 #185]",,Table VI,-2.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=[N+]([O-])c1ccccc1,nitrobenzene,123.11,Article,"[Cramer, 1991 #185]",,Table VI,-4.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCC,propanal,58.08,Article,"[Cramer, 1991 #185]",,Table VI,-3.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(=O)CC,propanoic acid,74.08,Article,"[Cramer, 1991 #185]",,Table VI,-6.5,1.93,kCal/mol,DGS,25,,cited,,,,,,isobutyl acetate,,,,
n1ccccc1,pyridine,79.1,Article,"[Cramer, 1991 #185]",,Table VI,-4.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
FC(F)(F)F,tetrafluoromethane,88,Article,"[Cramer, 1991 #185]",,Table VI,3.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O1CCCC1,tetrahydrofuran,72.11,Article,"[Cramer, 1991 #185]",,Table VI,-3.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1C,toluene,92.14,Article,"[Cramer, 1991 #185]",,Table VI,-0.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)Cl,trichloromethane,119.38,Article,"[Cramer, 1991 #185]",,Table VI,-1.1,1.93,kCal/mol,DGS,25,,measured,,12 10,-1.86,kcal/mol,,,,,,
N(C)(C)C,trimethylamine,59.11,Article,"[Cramer, 1991 #185]",,Table VI,-3.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ICCCC,1-iodobutane,184.02,Article,"[Cramer, 1998 #208]",,Table 3,-0.25,1.93,kCal/mol,DGS,25,,measured,,,,,,,,,,
ICCCCC,1-iodopentane,198.05,Article,"[Cramer, 1998 #208]",,Table 3,-0.12,1.93,kCal/mol,DGS,25,,measured,,,,,,tert-amyl alcohol,,,,
ICCC,1-iodopropane,169.99,Article,"[Cramer, 1998 #208]",,Table 3,-0.59,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
IC(C)C,2-iodopropane,169.99,Article,"[Cramer, 1998 #208]",,Table 3,-0.46,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ICI,diiodomethane,267.83,Article,"[Cramer, 1998 #208]",,Table 3,-2.49,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Ic1ccccc1,iodobenzene,204.01,Article,"[Cramer, 1998 #208]",,Table 3,-1.73,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ICC,iodoethane,155.97,Article,"[Cramer, 1998 #208]",,Table 3,-0.72,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
IC,iodomethane,141.94,Article,"[Cramer, 1998 #208]",,Table 3,-0.89,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
[N+](#N)[NH-],hydrazoic acid,43.03,,"[D'Orazio, 1963 #1224]",,,-2.05,0.05,kcal/mol,DGT,0,,cited,,,,,,,,,,
[N+](#N)[NH-],hydrazoic acid,43.03,,"[D'Orazio, 1963 #1224]",,,-1.47,0.03,kcal/mol,DGT,24.42,,cited,,,,,,,,,,
[N+](#N)[NH-],hydrazoic acid,43.03,,"[D'Orazio, 1963 #1224]",,,-1.2,0.02,kcal/mol,DGT,35.95,,cited,,,,,,,,,,
[N+](#N)[NH-],hydrazoic acid,43.03,,"[D'Orazio, 1963 #1224]",,,-0.94,0.01,kcal/mol,DGT,40.46,,cited,,,,,,,,,,
NC#N,cyanamide,42.04,Article,"[Golov, 1970 #558]",,Table 1,-3.23,0.1,kcal/mol,DGS,26.5,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,,"[Graziano, 1999 #1057]",,Table 2,-5.6,8.07512,kJ/mol,DGS,5,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,,"[Graziano, 1999 #1057]",,Table 2,-3.6,8.07512,kJ/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,,"[Graziano, 1999 #1057]",,Table 2,-1.7,8.07512,kJ/mol,DGS,50,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,,"[Graziano, 1999 #1057]",,Table 2,-0.4,8.07512,kJ/mol,DGS,75,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,,"[Graziano, 1999 #1057]",,Table 2,0.5,8.07512,kJ/mol,DGS,100,,cited,,,,,,,,,,
c1ccccc1C(C)(C)C,"(1,1-dimethylethyl)benzene",134.222,,"[Hou, 2002 #899]",,Table S1,-0.44,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1C(CC)(C)C,"(1,1-dimethylpropyl)benzene",148.249,,"[Hou, 2002 #899]",,Table S1,-0.18,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CCC(C)c1ccccc1,(1-methylpropyl)benzene ,134.22,,"[Hou, 2002 #899]",,Table S1,-0.45,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O=C\C=C\C=C\C,"(E),(E)-2,4-hexadienal",110.11,,"[Hou, 2002 #899]",,Table S1,-4.64,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cl\C=C\Cl,"(E)-1,2-dichloroethene",96.952,,"[Hou, 2002 #899]",,Table S1,-0.76,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cl\C=C\Cl,"(E)-1,2-dichloroethene",96.94,,"[Hou, 2002 #899]",,Table S1,-1.73,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O=C\C=C\C,(E)-2-butenal ,70.092,,"[Hou, 2002 #899]",,Table S1,-4.23,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C\C=C\CCCC,(E)-2-heptene,98.19,,"[Hou, 2002 #899]",,Table S1,1.66,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O=C\C=C\CCC,(E)-2-hexenal,98.14,,"[Hou, 2002 #899]",,Table S1,-3.68,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O=C\C=C\CCCCC,(E)-2-octenal ,126.2,,"[Hou, 2002 #899]",,Table S1,-3.44,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C/C=C/CC,(E)-2-pentene ,70.14,,"[Hou, 2002 #899]",,Table S1,1.34,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CNC(=O)C,(E)-N-methylacetamide,73.097,,"[Hou, 2002 #899]",,Table S1,-10,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CSc1ccccc1,(methylthio)benzene,124.21,,"[Hou, 2002 #899]",,Table S1,-2.73,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cl\C=C/Cl,"(Z)-1,2-dichloroethene",96.94,,"[Hou, 2002 #899]",,Table S1,-1.17,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
[O-]\C(=[NH+]/C)\C,(Z)-N-methylacetamide ,73.097,,"[Hou, 2002 #899]",,Table S1,-10,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)(Cl)CCl,"1,1,1,2-tetrachloroethane",167.85,,"[Hou, 2002 #899]",,Table S1,-1.15,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)(Cl)C,"1,1,1-trichloroethane",133.41,,"[Hou, 2002 #899]",,Table S1,-0.25,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
FC(F)(F)C(O)C,"1,1,1-trifluoro-2-propanol",114.07,,"[Hou, 2002 #899]",,Table S1,-4.16,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)(F)C(Cl)(Cl)F,"1,1,2,2-tetrachlorodifluoroethane",203.83,,"[Hou, 2002 #899]",,Table S1,0.82,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)C(Cl)Cl,"1,1,2,2-tetrachloroethane",167.85,,"[Hou, 2002 #899]",,Table S1,-2.36,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(F)(F)C(Cl)(Cl)F,"1,1,2-trichloro-1,2,2-trifluoroethane",187.38,,"[Hou, 2002 #899]",,Table S1,1.77,1.93,kcal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
ClC(Cl)CCl,"1,1,2-trichloroethane",133.41,,"[Hou, 2002 #899]",,Table S1,-1.95,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)(F)C(F)(F)F,"1,1-dichloro-1,2,2,2-tetrafluoroethane",170.936,,"[Hou, 2002 #899]",,Table S1,2.5,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)CCC,"1,1-dichlorobutane",127.01,,"[Hou, 2002 #899]",,Table S1,-0.7,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(Cl)C,"1,1-dichloroethane",98.96,,"[Hou, 2002 #899]",,Table S1,-0.85,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O(C(OCC)C)CC,"1,1-diethoxyethane",118.18,,"[Hou, 2002 #899]",,Table S1,-3.27,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
FC(F)C,"1,1-difluoroethane",66.05,,"[Hou, 2002 #899]",,Table S1,-0.11,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O=C(Nc1ccccc1)N(C)C,"1,1-dimethyl-3-phenylurea ",164.21,,"[Hou, 2002 #899]",,Table S1,-11.87,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
c1c(C)c(ccc1C)C,"1,2,4-trimethylbenzene",120.2,,"[Hou, 2002 #899]",,Table S1,-0.86,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrCCBr,"1,2-dibromoethane",187.86,,"[Hou, 2002 #899]",,Table S1,-2.1,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrC(CBr)C,"1,2-dibromopropane",201.89,,"[Hou, 2002 #899]",,Table S1,-1.94,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(F)(F)C(Cl)(F)F,"1,2-dichloro-1,1,2,2-tetrafluoroethane",170.936,,"[Hou, 2002 #899]",,Table S1,2.31,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Clc1ccccc1Cl,"1,2-dichlorobenzene",147,,"[Hou, 2002 #899]",,Table S1,-1.36,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(CCl)C,"1,2-dichloropropane",112.99,,"[Hou, 2002 #899]",,Table S1,-1.25,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O(CCOCC)CC,"1,2-diethoxyethane",118.18,,"[Hou, 2002 #899]",,Table S1,-3.53,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
COCCOC,"1,2-dimethoxyethane",90.12,,"[Hou, 2002 #899]",,Table S1,-4.84,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
c1cccc(C)c1C,"1,2-dimethylbenzene",106.17,,"[Hou, 2002 #899]",,Table S1,-0.9,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
NCCN,"1,2-ethanediamine",60.1,,"[Hou, 2002 #899]",,Table S1,-9.75,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
OCCO,"1,2-ethanediiol",62.07,,"[Hou, 2002 #899]",,Table S1,-9.3,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C=CC=C,"1,3-butadiene ",54.09,,"[Hou, 2002 #899]",,Table S1,0.61,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrCCCBr,"1,3-dibromopropane",201.89,,"[Hou, 2002 #899]",,Table S1,-1.96,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Clc1cc(Cl)ccc1,"1,3-dichlorobenzene",147,,"[Hou, 2002 #899]",,Table S1,-0.98,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCCl,"1,3-dichloropropane",112.99,,"[Hou, 2002 #899]",,Table S1,-1.9,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
c1c(cccc1C)C,"1,3-dimethylbenzene",106.17,,"[Hou, 2002 #899]",,Table S1,-0.8,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O1COCC1,"1,3-dioxolane",74.08,,"[Hou, 2002 #899]",,Table S1,-4.09,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CC=CC=C,"1,3-pentadiene ",68.119,,"[Hou, 2002 #899]",,Table S1,0.68,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Brc1ccc(Br)cc1,"1,4-dibromobenzene",235.91,,"[Hou, 2002 #899]",,Table S1,-2.3,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Clc1ccc(Cl)cc1,"1,4-dichlorobenzene",147,,"[Hou, 2002 #899]",,Table S1,-1.01,1.93,kcal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
Cc1ccc(cc1)C,"1,4-dimethylbenzene",106.17,,"[Hou, 2002 #899]",,Table S1,-0.8,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCN(CC1)C,"1,4-dimethylpiperazine",114.19,,"[Hou, 2002 #899]",,Table S1,-7.58,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O1CCOCC1,"1,4-dioxane",88.11,,"[Hou, 2002 #899]",,Table S1,-5.05,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C(C=C)C=C,"1,4-pentadiene",68.12,,"[Hou, 2002 #899]",,Table S1,0.94,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCC=C,"1,5-hexadiene",82.15,,"[Hou, 2002 #899]",,Table S1,1.01,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrC(F)C(F)(F)F,"1-Bromo-1,2,2,2-tetrafluoroethane ",180.93,,"[Hou, 2002 #899]",,Table S1,0.52,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrC(Cl)C(F)(F)F,"1-Bromo-1-chloro-2,2,2-trifluoroethane ",197.38,,"[Hou, 2002 #899]",,Table S1,-0.13,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Brc1c(cccc1)C(C)C,1-bromo-2-(1-methylethyl)benzene,199.103,,"[Hou, 2002 #899]",,Table S1,-0.85,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrCCCl,1-bromo-2-chloroethane,143.427,,"[Hou, 2002 #899]",,Table S1,-1.95,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Brc1ccccc1CC,1-bromo-2-ethylbenzene,185.06,,"[Hou, 2002 #899]",,Table S1,-1.19,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
BrCC(C)C,1-bromo-2-methylpropane,137.02,,"[Hou, 2002 #899]",,Table S1,-0.03,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/AM1),,,,
BrCC(C)C,1-bromo-2-methylpropane,137.032,,"[Hou, 2002 #899]",,Table S1,-0.03,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/PM3),,,,
BrCCC(C)C,1-bromo-3-methylbutane ,151.05,,"[Hou, 2002 #899]",,Table S1,0.2,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (PSGVB),,,,
BrCCCC,1-bromobutane,137.02,,"[Hou, 2002 #899]",,Table S1,-0.41,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an experimental measurement,,,,
BrCCCCC,1-bromopentane,151.05,,"[Hou, 2002 #899]",,Table S1,-0.08,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,1.93
BrCCC,1-bromopropane,122.99,,"[Hou, 2002 #899]",,Table S1,-0.56,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
OCCCC,1-butanol,74.12,,"[Hou, 2002 #899]",,Table S1,-4.72,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C=CCC,1-butene,56.11,,"[Hou, 2002 #899]",,Table S1,1.38,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C#CCC,1-butyne,54.09,,"[Hou, 2002 #899]",,Table S1,-0.15,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClCC(F)(F)F,"1-Chloro-2,2,2-trifluoroethane ",118.495,,"[Hou, 2002 #899]",,Table S1,0.05,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClC(C(F)(F)F)OC(F)F,"1-Chloro-2,2,2-trifluoroethyl difluoromethyl ether ",184.49,,"[Hou, 2002 #899]",,Table S1,0.11,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCC,1-chlorobutane,92.57,,"[Hou, 2002 #899]",,Table S1,-0.14,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,1.93
ClCCC,1-chloropropane,78.54,,"[Hou, 2002 #899]",,Table S1,-0.35,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O(CCC)CC,1-ethoxypropane,88.15,,"[Hou, 2002 #899]",,Table S1,-1.81,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCCC,1-heptanol,116.2,,"[Hou, 2002 #899]",,Table S1,-4.25,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCCCC,1-heptyne,96.17,,"[Hou, 2002 #899]",,Table S1,0.6,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCC,1-hexanol,102.18,,"[Hou, 2002 #899]",,Table S1,-4.36,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCCC,1-hexene,84.16,,"[Hou, 2002 #899]",,Table S1,1.66,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
NCCCCCC,1-hexylamine,101.19,,"[Hou, 2002 #899]",,Table S1,-4.04,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCCC,1-hexyne,82.15,,"[Hou, 2002 #899]",,Table S1,0.01,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ICCCC,1-iodobutane,184.02,,"[Hou, 2002 #899]",,Table S1,-0.26,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ICCCCC,1-iodopentane,198.05,,"[Hou, 2002 #899]",,Table S1,-0.12,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
ICCC,1-iodopropane,169.99,,"[Hou, 2002 #899]",,Table S1,-0.58,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
O(CCC)C,1-methoxypropane,74.12,,"[Hou, 2002 #899]",,Table S1,-1.66,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)c1c(cccc1)C,1-methyl-2-nitrobenzene,137.14,,"[Hou, 2002 #899]",,Table S1,-3.59,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)c1cc(ccc1)C,1-methyl-3-nitrobenzene,137.14,,"[Hou, 2002 #899]",,Table S1,-3.45,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C1CCCC=C1C,1-methylcyclohexene,96.17,,"[Hou, 2002 #899]",,Table S1,0.67,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCNCC1,1-methylpiperazine,100.17,,"[Hou, 2002 #899]",,Table S1,-7.77,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCCCC1,1-methylpiperidine,99.18,,"[Hou, 2002 #899]",,Table S1,-3.89,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCCC1,1-methylpyrrolidine,85.15,,"[Hou, 2002 #899]",,Table S1,-3.97,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cn1c(=O)[nH]c(=O)c(c1)C,1-methylthymine,138.13,,"[Hou, 2002 #899]",,Table S1,-10.4,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)CCCC,1-nitrobutane,103.12,,"[Hou, 2002 #899]",,Table S1,-3.08,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)CCC,1-nitropropane,89.09,,"[Hou, 2002 #899]",,Table S1,-3.34,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
C#CCCCCCCC,1-nonyne,124.23,,"[Hou, 2002 #899]",,Table S1,1.05,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
OCCCCCCCC,1-octanol,130.23,,"[Hou, 2002 #899]",,Table S1,-4.1,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/AM1),,,,
C=CCCCCCC,1-octene,112.22,,"[Hou, 2002 #899]",,Table S1,2.17,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/PM3),,,,
C#CCCCCCC,1-octyne,110.2,,"[Hou, 2002 #899]",,Table S1,0.71,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (PSGVB),,,,
OCCCCC,1-pentanol,88.15,,"[Hou, 2002 #899]",,Table S1,-4.49,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (MC-AOC),,,,
C=CCCC,1-pentene,70.14,,"[Hou, 2002 #899]",,Table S1,1.66,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an experimental measurement,,,,
C#CCCC,1-pentyne,68.12,,"[Hou, 2002 #899]",,Table S1,-0.16,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
